feature,ad__model6,pricing_pd__model6,pricing_lgd__model6,ad__model3,pricing_pd__model3,pricing_lgd__model3,ad__model4,pricing_pd__model4,pricing_lgd__model4,ad__model5,pricing_pd__model5,pricing_lgd__model5,ad__noPTImodel7,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,eng,app,ln,tu,sum,description
se34s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Utilization for open secured installment trades verified in past 12 months
at104s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Percentage of all trades opened in past 24 months to all trades
g306s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Worst rating on auto trades in past 12 months
linkf210__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total Bad ACH events
mt25s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of currently open and satisfactory mortgage trades 12 months or older
lm15s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Total balance of mortgage trades with a government loan modification
ret231__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Aggregate Excess Payment for Retail accounts over the past 1 month
all252__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average Aggregate Excess Payment for All accounts over the past 3 months
linkf144__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of distinct bank accounts within last 9 months
rev235__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Aggregate Excess Payment for Revolving accounts over the past 24 months
fi101s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of all finance installment trades verified in past 12 months
mt06s__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of mortgage trades opened in past 6 months
rev132__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 25% was more than 90%
rp07s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of repossession trades in past 24 months
g210s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total past due amount of charged-off trades verified in past 12 months
bkc162__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 100% was more than 90%
st27s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of currently open and satisfactory student loan trades 24 months or older
rev319__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Max Total Open-to-Buy for Revolving accounts over the past 24 months
linka079__tu,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Total amount of paid non-sufficient funds in the last 3 years
linkf125__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trade segments (excluding new trades)
linkf002__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of NSF within last 12 months
au57s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Total past due amount of open auto trades verified in past 12 months
rp01s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Number of repossession trades
assetpropsaletimenewest__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Time (in months) since subject's most recently recorded real property sale based on real property ownership records on subject's file
se06s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Number of secured installment trades opened in past 6 months
linka027__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of days since most recent payday inquiry
addrstabilityindex__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Address stability index indicating how often subject has changed addresses based on the address history on subject's file
std253__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average Aggregate Excess Payment for Student Loan accounts over the past 6 months
ret92__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Number of months in the past 12 months where percentage of Retail trades utilized less than 25% was more than 25%
s068b__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Number of non-medical third party collections
per235__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Aggregate Excess Payment for Personal Loan accounts over the past 24 months
linkf046__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,"Number of closed delinquent, return and collection trade segments within last 12 months ONLINE LENDER"
rt35s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Average balance of open retail trades verified in past 12 months
sourcecredheadertimeoldest__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Time (in months) since the subject first reported by a credit header source on file
us51a__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Terms in months of most recent unsecured installment trade
jt03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of open joint trades currently satisfactory
aut235__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Aggregate Excess Payment for Auto accounts over the past 24 months
g311s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Worst rating on all trades
rt06s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Number of retail trades opened in past 6 months
g095s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Months since most recent public record
g411s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of deduped bank inquiries
mt02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Number of open mortgage trades
assetprop__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Indicates subject has ownership of real property based on real property ownership records on file
at101s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Total balance of all trades verified in past 12 months
linkf145__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Number of distinct bank accounts
addrlastmoveecontrajectoryindex__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,"For subjects with a move in the past five years, this index summarizes any difference in the relative property value or ownership status of the most recent residential move.  Lower values indicate movement to lower value or rented property, higher values indicate higher value property.  
Note: Seniors (age 62 plus) who have moved are defaulted to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
br30s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Percentage of open bank revolving trades > 50% of credit line verified in past 12 months
std252__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average Aggregate Excess Payment for Student Loan accounts over the past 3 months
ret324__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Min Total Open-to-Buy for Retail accounts over the past 24 months
educationprogramattended__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Indicates the type of program most recently attended based on student directories and other college attendance sources on subject's file
jt70s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Ratio of dollars past due joint trades to total dollars past due trades
educationinstitutionprivate__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Indicates most recently attended program is a private institution based on student directories and other college attendance sources on subject's file
se09s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of secured installment trades opened in past 24 months
addrinputblockratio__ln,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Ratio comparison of the input address property value to block median property value on file
mt09s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of mortgage trades opened in past 24 months
linkf050__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of open delinquent and charge-off trade segments STOREFRONT LENDER
sourcecredheadertimenewest__ln,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Time (in months) since the subject last reported by a credit header source on file
addrcurrentblockratio__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Ratio comparison of property value to block median property value for the current address on subject's file
lienjudgmentseverityindex__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Index indicating severity of lien and judgment records on subject's file
bc106s__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of credit card trades 30 or more days past due in past 24 months
g100s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of tradeline bankruptcies
addrcurrenttimelastsale__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Time (in months) since the last recorded property sale for the current address on the subject's file
g221b__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trades verified in the past 12 months that are currently 120 days or more past due
all232__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Aggregate Excess Payment for All accounts over the past 3 months
linkf094__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Number of trades within last 9 months
of35s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average balance of open credit union trades verified in past 12 months
lm11s__tu,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Number of trades that are 60 or more days past due since the most recent loan modification on a mortgage trade
rev253__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Average Aggregate Excess Payment for Revolving accounts over the past 6 months
confirmationinputdob__ln,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Indicates input date of birth (DOB) is confirmed by records on file
au204s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of auto trades that are 90 days or more past due ever
br31s__tu,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,0,1,6.0,Percentage of open bank revolving trades > 75% of credit line verified in past 12 months
in28s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total credit line of open installment trades verified in past 12 months
subjectabilityindex__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
linkf152__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of distinct cell phones within last 6 months
lm02s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since oldest loan modification on a mortgage trade
mt57s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total past due amount of open mortgage trades verified in past 12 months
au36s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since most recent auto delinquency
g404s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of deduped finance inquiries in past 3 months
g058s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trades 30 or more days past due in past 6 months
linkf181__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of distinct zip codes
addrlastmovetaxratiodiff__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,"Ratio comparing the difference in tax assessed value between the current address and the previous address (current address value divided by the previous address value if both are known) on subject's file, if the move occurred within the last five years"
indexq2__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Q2 (Apr - Jun) spend indexed to annual spend
au03s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of currently satisfactory open auto trades
of101s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of all credit union trades verified in past 12 months
confirmationinputssn__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Indicates input Social Security Number (SSN) is confirmed by records on file
aut203__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total Payment Ratio for Auto accounts over the past 6 months
linkf091__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trades
rev323__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Min Total Open-to-Buy for Revolving accounts over the past 12 months
addrinputlengthofres__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,0,0,1,0,6.0,Indicates length of time (in months) between oldest and newest records on file for the input address
trv03__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of non-mortgage trades with a balance increase last month
addrchangecount12month__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Number of addresses first seen in last 12 months on subject's file
reap01__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total scheduled monthly payment for all revolving trades verified in past 12 months
linka044__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of checking account closures for cause in the last 3 months
inputprovidedcity__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Indicates if the city for the subject was provided on input
au24s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of currently open and satisfactory auto trades 6 months or older
rev224__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average total Payment Ratio for Revolving accounts over the past 12 months
at33b__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of open trades verified in past 12 months (excluding mortgage and home equity)
re34s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Utilization for open revolving trades verified in past 12 months
linkt003__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of non-military non-corroborated addresses in past 12 months
bkc112__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 75% was more than 25%
co04s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Months since most recent charged-off trade reported
rev222__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average total Payment Ratio for Revolving accounts over the past 3 months
fr35s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average balance of open finance revolving trades verified in past 12 months
agg905__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average aggregate bankcard utilization over last 3 months
linkf088__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of inquiries within last 12 months
trv08__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of non-mortgage balance decreases last 3 months
linkf112__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of lenders / locations with inquiries within last 9 months
au203s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of auto trades that are 60 days or more past due in the past 12 months
re06s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of revolving trades opened in past 6 months
linkf068__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of inquiries all time
derogcount__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,"Total derogatory source records (criminal felony, criminal non-felony, sexual offender registry, lien, judgment, bankruptcy, and eviction) on subject's file"
g414s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of deduped auto inquiries in past 12 months
rvlr81__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Revolver/Transactor tag for the top five Bankcards in the past 24 months
g001b__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of 30 or more days past due ratings in past 12 months
s208s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of tax liens
rvdexq2__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Q2 (Apr - Jun) revolving spend indexed to revolving annual spend
au25s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of currently open and satisfactory auto trades 12 months or older
addrlastmoveecontrajectory__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,"Describes the value and home ownership status of the subject’s previous and current addresses in order to determine whether the subject’s most recent residential move (if the move occurred in the past five years) was to a similar property or a more upscale or downscale property. 
Note: Seniors (age 62 plus) who have moved default to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
trv12__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of revolving high credit increases last 3 months
addrinputtaxmarketvalue__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Indicates input address tax assessed market value on file
linkf090__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of inquiries within last 24 months
rvlr05__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Ratio of bankcard revolver trade balance to total bankcard balance
cv19__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of trades verified in past 3 months
mt101s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Total balance of all mortgage trades verified in past 12 months
paymnt08__tu,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,0,1,6.0,Ratio of actual to minimum payment for revolving trades last month
ret255__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Average Aggregate Excess Payment for Retail accounts over the past 24 months
g219b__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of trades verified in the past 12 months that are currently 60 days or more past due
g242b__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of bank inquiries (includes duplicates) in past 3 months
bc34s__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Utilization for open credit card trades verified in past 12 months
linkf108__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of lenders / locations with inquiries within last 1 month
addrinputavmvalue__ln,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0,0,1,0,6.0,Indicates input address estimated market value on file based on LexisNexis Automated Valuation Model (AVM) electronic property appraisal technology 
linkf164__tu,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,6.0,Number of distinct home phone within last 12 months
evictiontimenewest__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,Time (in months) since most recently recorded eviction on subject's file
addrcurrentavmratio12monthprior__ln,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,6.0,"Ratio comparison for the current address on subject's file, indicating the difference in AVM values between the most recent AVM value and the value 12 months prior to the most recent value"
