feature,pricing_pd__model6,pricing_lgd__model6,pricing_pd__model3,pricing_lgd__model3,pricing_pd__model4,pricing_lgd__model4,pricing_pd__model5,pricing_lgd__model5,pricing_pd__noPTImodel7,pricing_lgd__noPTImodel7,pricing_pd__maybePTImodel7,pricing_lgd__maybePTImodel7,pricing_pd__yesPTImodel7,pricing_lgd__yesPTImodel7,eng,app,ln,tu,sum,description
walsrvs1__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Spend on current dominant revolving trade relative to total spend over the past month
ret223__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average total Payment Ratio for Retail accounts over the past 6 months
inst_trd__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of installment trades
indexq3__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Q3 (Jul - Sep) spend indexed to annual spend
aut232__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Aggregate Excess Payment for Auto accounts over the past 3 months
ret81__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since a Retail trade last exceeded 25% utilization
linka080__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of days since last (most recent) open (unpaid) non-sufficient funds
linkf058__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of trades opened within last 12 months STOREFRONT LENDER
rp02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of repossession trades in past 12 months
g307s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Worst rating on auto trades
us21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Months since most recent unsecured installment trade opened
linkf022__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of satisfactory ACH transactions within last 6 months
rets901__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Aggregate Retail Monthly Spend over last 3 Months
of33s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Total balance of open credit union trades verified in past 12 months
rev112__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 75% was more than 25%
g200b__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Percentage of contractually liable debt for trades with a current balance > 0
addrpreviousownershipindex__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Index indicating subject's ownership level at the most previous address based on the property record on subject's file
sourcevoterregistration__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Indicates voter registration record on subject's file
linkf207__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total Good ACH amount in last 3 Months
linkt007__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent derogatory public record
fi29s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of open finance installment trades with balance > $0 verified in past 12 months
linka083__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Amount of largest paid non-sufficient funds (single check)
us25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of currently open and satisfactory unsecured installment trades 12 months or older
at03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of open trades currently satisfactory
g208s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Percentage of individual debt
lm04s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of mortgage trades with a loan modification
st29s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of open student loan trades with balance > $0 verified in past 12 months
bkc327__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average Total Open-to-Buy for Bankcard accounts over the past 12 months
rev254__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average Aggregate Excess Payment for Revolving accounts over the past 12 months
at34b__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,2.0,Utilization for open trades verified in past 12 months (excluding mortgage and home equity)
linka048__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of checking account inquiries in the last month
rtdex02__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Most recent quarter year-over-year retail spend index
bc110s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total past due amount of all credit card trades verified in past 12 months
cv08__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of mortgage trades with a loan modification
pb101s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total balance of all premium credit card trades verified in past 12 months
bi28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of open bank installment trades verified in past 12 months
br32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Maximum balance owed on open bank revolving trades verified in past 12 months
at25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of currently open and satisfactory trades 12 months or older
agg911__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Max aggregate bankcard utilization over last 12 months
ret327__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average Total Open-to-Buy for Retail accounts over the past 12 months
st12s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of open student loan trades verified in past 12 months
fr101s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total balance of all finance revolving trades verified in past 12 months
per225__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average total Payment Ratio for Personal Loan accounts over the past 24 months
us35s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average balance of open unsecured installment trades verified in past 12 months
bkc315__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of months since Max Total Open-to-Buy for Bankcard accounts
addrchangecount24month__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Number of addresses first seen in last 24 months on subject's file
se32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Maximum balance owed on open secured installment trades verified in past 12 months
us32s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Maximum balance owed on open unsecured installment trades verified in past 12 months
agg906__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average aggregate bankcard utilization over last 12 months
ret102__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of months in the past 12 months where percentage of Retail trades utilized less than 50% was more than 25%
se28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of open secured installment trades verified in past 12 months
st57s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total past due amount of open student loan trades verified in past 12 months
re102s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average credit line of open revolving trades verified in past 12 months
aut234__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Aggregate Excess Payment for Auto accounts over the past 12 months
fr25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of currently open and satisfactory finance revolving trades 12 months or older
st33s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total balance of open student loan trades verified in past 12 months
bi33s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total balance of open bank installment trades verified in past 12 months
fr21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent finance revolving trade opened
of27s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of currently open and satisfactory credit union trades 24 months or older
g205s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total monthly obligation for individual account verified in past 12 months
rle902__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of over-payments on Real-Estate accounts in the past 12 months
rev318__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Max Total Open-to-Buy for Revolving accounts over the past 12 months
fi35s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average balance of open finance installment trades verified in past 12 months
walshr09__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent wallet share shift > 25% in last 24 months
jt40s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Number of joint revolving trades
rev232__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Aggregate Excess Payment for Revolving accounts over the past 3 months
linkf052__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of inquiries within last 3 months STOREFRONT LENDER
rvlr62__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Flag indicating that the consumer revolved at least two times on at least one of his top 5 bankcards in the past 6 months
educationevidence__ln,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,2.0,"Indicates evidence of college attendance on the subject's file based on college institution address, professional licensure, student directories, and email domains such as '.edu' that are affiliated with institutions of higher education "
of25s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of currently open and satisfactory credit union trades 12 months or older
cv28__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Percent of credit card trades from active to inactive status in the past 12 months
of01s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of credit union trades
fr31s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Percentage of open finance revolving trades > 75% of credit line verified in past 12 months
linkf035__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Number of open delinquent and charge-off trade segments ONLINE LENDER
g221a__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of trades verified in the past 12 months that are currently 120 days past due
linkf161__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of distinct email addresses within last 6 months
all255__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Average Aggregate Excess Payment for All accounts over the past 24 months
jt20s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Months since oldest joint trade opened
se02s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of open secured installment trades
rp08s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of paid/redeemed repossession trades
lienjudgmentcount12month__ln,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,1,0,2.0,"Total lien and judgment records in the last 12 months on subject's file, excluding evictions"
bkc11__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of instances where a Bankcard trade was utilized more than 25% in the past 12 months
rvlr24__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with fourth highest balance   - month 9 to16
linka025__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,"Number of other inquiries in the last 3 years.  
Inquiries that do not fall into the other specified categories (installment loan, secured loan, short-term installment loan, insurance, and other non-classified credit)"
rvlr64__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Flag indicating that the consumer revolved at least four times on at least one of his top 5 bankcards in the past 6 months
linkf077__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,"Number of return, collection, and closed delinquent trade segments within last 12 months"
linka016__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of paid checking account closures for cause in the last 5 years
rvlr15__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Bankcard Revolver/Transactor/Inactive pattern for bankcard with highest balance  - month 9 - 16
linka077__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Total amount of paid non-sufficient funds in the last year
linka041__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Average number of days between checking account closures for cause
au31s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Percentage of open auto trades > 75% of credit line verified in past 12 months
linkf111__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of lenders / locations with inquiries within last 6 months
rt201s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Highest balance of retail trades
inquiryauto12month__ln,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,1,0,2.0,Indicates subject has one or more LexisNexis auto financing credit inquiries on file in the last 12 months (multiple auto inquiries within a 14-day period are counted as one inquiry)
assetpropsalepurchaseratio__ln,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,1,0,2.0,Ratio price comparison of subject's most recent property sale to its original purchase price based on real property ownership records on subject's file
cvlst_s1__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Credit Vision Link Short-Term Loan Risk Score (short-term loan)
linkf211__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Total Good ACH amount in last 6 Months
rvlr61__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Flag indicating that the consumer revolved at least one time on at least one of his top 5 bankcards in the past 6 months
linkf120__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of trade segments within last 12 months
in30s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Percentage of open installment trades > 50% of credit line verified in past 12 months
aut233__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Aggregate Excess Payment for Auto accounts over the past 6 months
rvlr65__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Flag indicating that the consumer revolved at least five times on at least one of his top 5 bankcards in the past 6 months
rvlr10__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of bankcard revolver trades on newly opened cards
rev82__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Months since a Revolving trade last exceeded 50% utilization
bc30s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Percentage of open credit card trades > 50% of credit line verified in past 12 months
linkf174__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of distinct zip codes within last 18 months
rp04s__tu,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,0,1,2.0,Months since most recent repossession trade reported
linkf122__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of trade segments within last 24 months
linka069__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of paid non-sufficient funds in the last 3 months
of06s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of credit union trades opened in past 6 months
assetindexprimaryfactor__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Indicates the primary factor behind the value returned for the AssetIndex attribute
linkf118__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of trade segments within last 6 months
bkc12__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of instances where a Bankcard trade was utilized more than 50% in the past 12 months
agg908__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Max aggregate bankcard balance over last 12 months
us28s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of open unsecured installment trades verified in past 12 months
trv16__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of bankcard credit limit increases last 3 months
linkf195__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Age of oldest inquiry (days)
linkf055__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of lenders / locations with inquiries or trades all time STOREFRONT LENDER
fi03s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of currently satisfactory open finance installment trades
rev326__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Average Total Open-to-Buy for Revolving accounts over the past 6 months
lm16s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total credit line of mortgage trades with a government loan modification
cv01__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent charge-off occurrence
st24s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of currently open and satisfactory student loan trades 6 months or older
derogcount12month__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,"Number of derogatory source records (criminal felony, criminal non-felony, lien, judgment, bankruptcy, and eviction) within the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
addrcurrenttaxvalue__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Indicates the most recent tax assessed value for the current address on subject's file
in02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of open installment trades
of02s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of open credit union trades
linka061__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total amount of open (unpaid) non-sufficient funds in the last 2 months
rtdex01__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,0,0,0,1,2.0,Annual year-over-year retail spend index
rev83__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Months since a Revolving trade last exceeded 75% utilization
linkf007__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of NSF within last 9 months
rt25s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of currently open and satisfactory retail trades 12 months or older
paymnt02__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of prepayments on installment loans last 12 months
g243b__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of bank inquiries (includes duplicates) in past 6 months
educationattendance__ln,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0,0,1,0,2.0,Indicates subject attended college based on student directory information on file
se36s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent secured installment delinquency
rvlr07__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of bankcard revolver trades over last month
hr03s__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of currently satisfactory open home equity line of credit trades
all233__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Aggregate Excess Payment for All accounts over the past 6 months
paymnt05__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Total amount of prepayments on installment loans last 12 months
ret82__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Months since a Retail trade last exceeded 50% utilization
linkf138__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Number of distinct bank accounts within last 18 months
walsrvs2__tu,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,1,2.0,Spend on current dominant revolving trade relative to total spend over the past year
st09s__tu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of student loan trades opened in past 24 months
trv07__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,0,1,2.0,Number of non-mortgage balance decreases last month
bi21s__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Months since most recent bank installment trade opened
linka078__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Total amount of paid non-sufficient funds in the last 2 years
aggs906__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Current credit limit of top-of-wallet bankcard (highest annual spend).
strvehicletype__app,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,1,0,0,2.0,Vehicle type
linkf099__tu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,0,1,2.0,Number of satisfactory trades with an age of at least 3 months
assetpropnewestmortgagetype__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0,0,1,0,2.0,Mortgage type associated with the most recently recorded real property purchase based on real property ownership records on subject's file
criminalfelonytimenewest__ln,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0,0,1,0,2.0,Time (in months) since most recently recorded felony criminal conviction on subject's file
per253__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Average Aggregate Excess Payment for Personal Loan accounts over the past 6 months
paymnt03__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Total amount of prepayments on installment loans last month
rvlr01__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Bankcard revolver trade utilization last month
se24s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of currently open and satisfactory secured installment trades 6 months or older
au12s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of open auto trades verified in past 12 months
rets903__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Aggregate Retail Monthly Spend over last 12 Months
rvlr78__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Revolver/Transactor tag for the top five Bankcards in the past 3 months
std233__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Aggregate Excess Payment for Student Loan accounts over the past 6 months
cv11__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of trades 60 or more days past due ever
bc31s__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Percentage of open credit card trades > 75% of credit line verified in past 12 months
g220a__tu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0,0,0,1,0.0,Number of trades verified in the past 12 months that are currently 90 days past due
