feature,suffix,feature_name,Description
g311s,__tu,g311s__tu,Worst rating on all trades
g312s,__tu,g312s__tu,Worst rating on home equity line of credit trades in past 12 months
g313s,__tu,g313s__tu,Worst rating on home equity line of credit trades
g314s,__tu,g314s__tu,Worst rating on home equity loan trades in past 12 months
g315s,__tu,g315s__tu,Worst rating on home equity loan trades
g960s,__tu,g960s__tu,Number of deduped inquiries
g980s,__tu,g980s__tu,Number of deduped inquiries in past 6 months
g990s,__tu,g990s__tu,Number of deduped inquiries in past 12 months
hi01s,__tu,hi01s__tu,Number of home equity loan trades
hi02s,__tu,hi02s__tu,Number of open home equity loan trades
hi03s,__tu,hi03s__tu,Number of currently satisfactory open home equity loan trades
hi06s,__tu,hi06s__tu,Number of home equity loan trades opened in past 6 months
hi09s,__tu,hi09s__tu,Number of home equity loan trades opened in past 24 months
hi12s,__tu,hi12s__tu,Number of open home equity loan trades verified in past 12 months
hi20s,__tu,hi20s__tu,Months since oldest home equity loan trade opened
hi21s,__tu,hi21s__tu,Months since most recent home equity loan trade opened
hi24s,__tu,hi24s__tu,Number of currently open and satisfactory home equity loan trades 6 months or older
hi25s,__tu,hi25s__tu,Number of currently open and satisfactory home equity loan trades 12 months or older
hi27s,__tu,hi27s__tu,Number of currently open and satisfactory home equity loan trades 24 months or older
hi28s,__tu,hi28s__tu,Total credit line of open home equity loan trades verified in past 12 months
hi29s,__tu,hi29s__tu,Number of open home equity loan trades with balance > $0 verified in past 12 months
hi30s,__tu,hi30s__tu,Percentage of open home equity loan trades > 50% of credit line verified in past 12 months
hi31s,__tu,hi31s__tu,Percentage of open home equity loan trades > 75% of credit line verified in past 12 months
hi32s,__tu,hi32s__tu,Maximum balance owed on open home equity loan trades verified in past 12 months
hi33s,__tu,hi33s__tu,Total balance of open home equity loan trades verified in past 12 months
hi34s,__tu,hi34s__tu,Utilization for open home equity loan trades verified in past 12 months
hi35s,__tu,hi35s__tu,Average balance of open home equity loan trades verified in past 12 months
hi36s,__tu,hi36s__tu,Months since most recent home equity loan delinquency
hi57s,__tu,hi57s__tu,Total past due amount of open hoem equity loan trades verified in past 12 months
hi101s,__tu,hi101s__tu,Total balance of all home equity trades verified in past 12 months
hr01s,__tu,hr01s__tu,Number of home equity line of credit trades
hr02s,__tu,hr02s__tu,Number of open home equity line of credit trades
hr03s,__tu,hr03s__tu,Number of currently satisfactory open home equity line of credit trades
hr06s,__tu,hr06s__tu,Number of home equity line of credit trades opened in past 6 months
hr09s,__tu,hr09s__tu,Number of home equity line of credit trades opened in past 24 months
hr12s,__tu,hr12s__tu,Number of open home equity line of credit trades verified in past 12 months
hr20s,__tu,hr20s__tu,Months since oldest home equity line of credit trade opened
hr21s,__tu,hr21s__tu,Months since most recent home equity line of credit trade opened
hr24s,__tu,hr24s__tu,Number of currently open and satisfactory home equity line of credit trades 6 months or older
hr25s,__tu,hr25s__tu,Number of currently open and satisfactory home equity line of credit trades 12 months or older
hr27s,__tu,hr27s__tu,Number of currently open and satisfactory home equity line of credit trades 24 months or older
hr28s,__tu,hr28s__tu,Total credit line of open home equity line of credit trades verified in past 12 months
hr29s,__tu,hr29s__tu,Number of open home equity line of credit trades with balance > $0 verified in past 12 months
hr30s,__tu,hr30s__tu,Percentage of open home equity line of credit trades > 50% of credit line verified in past 12 months
hr31s,__tu,hr31s__tu,Percentage of open home equity line of credit trades > 75% of credit line verified in past 12 months
hr32s,__tu,hr32s__tu,Maximum balance owed on open home equity line of credit trades verified in past 12 months
hr33s,__tu,hr33s__tu,Total balance of open home equity line of credit trades verified in past 12 months
hr34s,__tu,hr34s__tu,Utilization for open home equity line of credit trades verified in past 12 months
hr35s,__tu,hr35s__tu,Average balance of open home equity line of credit trades verified in past 12 months
hr36s,__tu,hr36s__tu,Months since most recent home equity line of credit delinquency
hr57s,__tu,hr57s__tu,Total past due amount of open hoem equity line of credit trades verified in past 12 months
hr101s,__tu,hr101s__tu,Total balance of all home equity line of credit trades verified in past 12 months
in01s,__tu,in01s__tu,Number of installment trades
in02s,__tu,in02s__tu,Number of open installment trades
in03s,__tu,in03s__tu,Number of currently satisfactory open installment trades
in06s,__tu,in06s__tu,Number of installment trades opened in past 6 months
in09s,__tu,in09s__tu,Number of installment trades opened in past 24 months
in12s,__tu,in12s__tu,Number of open installment trades verified in past 12 months
in20s,__tu,in20s__tu,Months since oldest installment trade opened
in21s,__tu,in21s__tu,Months since most recent installment trade opened
in24s,__tu,in24s__tu,Number of currently open and satisfactory installment trades 6 months or older
in25s,__tu,in25s__tu,Number of currently open and satisfactory installment trades 12 months or older
in27s,__tu,in27s__tu,Number of currently open and satisfactory installment trades 24 months or older
in28s,__tu,in28s__tu,Total credit line of open installment trades verified in past 12 months
in29s,__tu,in29s__tu,Number of open installment trades with balance > $0 verified in past 12 months
in30s,__tu,in30s__tu,Percentage of open installment trades > 50% of credit line verified in past 12 months
in31s,__tu,in31s__tu,Percentage of open installment trades > 75% of credit line verified in past 12 months
in32s,__tu,in32s__tu,Maximum balance owed on installment trades verified in past 12 months
in33s,__tu,in33s__tu,Total balance of open installment trades verified in past 12 months
in34s,__tu,in34s__tu,Utilization for open installment trades verified in past 12 months
in35s,__tu,in35s__tu,Average balance of open installment trades verified in past 12 months
in36s,__tu,in36s__tu,Months since most recent installment delinquency
in57s,__tu,in57s__tu,Total past due amount of open installment trades verified in past 12 months
in101s,__tu,in101s__tu,Total balance of all installment trades verified in past 12 months
lm01s,__tu,lm01s__tu,Number of mortgage trades with a loan modification
lm02s,__tu,lm02s__tu,Months since oldest loan modification on a mortgage trade
lm03s,__tu,lm03s__tu,Total balance of mortgage trades with a loan modification
lm04s,__tu,lm04s__tu,Total credit line of mortgage trades with a loan modification
lm05s,__tu,lm05s__tu,Utilization of mortgage trades with a loan modification
lm06s,__tu,lm06s__tu,Number of mortgage trades that are 30 or more days past due with a loan modification
lm07s,__tu,lm07s__tu,Number of mortgage trades that are 60 or more days past due with a loan modification
lm08s,__tu,lm08s__tu,Number of mortgage trades that are 90 or more days past due with a loan modification
lm09s,__tu,lm09s__tu,Months since most recent mortgage trade with a loan modification delinquency
lm10s,__tu,lm10s__tu,Number of trades that are 30 or more days past due since the most recent loan modification on a mortgage trade
lm11s,__tu,lm11s__tu,Number of trades that are 60 or more days past due since the most recent loan modification on a mortgage trade
lm12s,__tu,lm12s__tu,Number of trades that are 90 or more days past due since the most recent loan modification on a mortgage trade
lm13s,__tu,lm13s__tu,Number of mortgage trades with a government loan modification
lm14s,__tu,lm14s__tu,Months since oldest government loan modification on a mortgage trade
lm15s,__tu,lm15s__tu,Total balance of mortgage trades with a government loan modification
lm16s,__tu,lm16s__tu,Total credit line of mortgage trades with a government loan modification
lm17s,__tu,lm17s__tu,Utilization of mortgage trades with a government loan modification
lm18s,__tu,lm18s__tu,Number of mortgage trades that are 30 or more days past due with a government loan modification
lm19s,__tu,lm19s__tu,Number of mortgage trades that are 60 or more days past due with a government loan modification
lm20s,__tu,lm20s__tu,Number of mortgage trades that are 90 or more days past due with a government loan modification
lm21s,__tu,lm21s__tu,Months since most recent mortgage trade with a government loan modification delinquency
lm22s,__tu,lm22s__tu,Number of trades that are 30 or more days past due since the most recent government loan modification on a mortgage trade
lm23s,__tu,lm23s__tu,Number of trades that are 60 or more days past due since the most recent government loan modification on a mortgage trade
lm24s,__tu,lm24s__tu,Number of trades that are 90 or more days past due since the most recent government loan modification on a mortgage trade
lm25s,__tu,lm25s__tu,Number of mortgage trades with a bank-backed loan modification
lm26s,__tu,lm26s__tu,Months since oldest bank-backed loan modification on a mortgage trade
lm27s,__tu,lm27s__tu,Total balance of mortgage trades with a bank-backed loan modification
lm28s,__tu,lm28s__tu,Total credit line of mortgage trades with a bank-backed loan modification
lm29s,__tu,lm29s__tu,Utilization of mortgage trades with a bank-backed loan modification
lm30s,__tu,lm30s__tu,Number of mortgage trades that are 30 or more days past due with a bank-backed loan modification
lm31s,__tu,lm31s__tu,Number of mortgage trades that are 60 or more days past due with a bank-backed loan modification
lm32s,__tu,lm32s__tu,Number of mortgage trades that are 90 or more days past due with a bank-backed loan modification
lm33s,__tu,lm33s__tu,Months since most recent mortgage trade with a bank-backed loan modification delinquency
lm34s,__tu,lm34s__tu,Number of trades that are 30 or more days past due since the most recent bank-backed loan modification on a mortgage trade
lm35s,__tu,lm35s__tu,Number of trades that are 60 or more days past due since the most recent bank-backed loan modification on a mortgage trade
lm36s,__tu,lm36s__tu,Number of trades that are 90 or more days past due since the most recent bank-backed loan modification on a mortgage trade
lm37s,__tu,lm37s__tu,Age of mortgage trade with the oldest loan modification
lm38s,__tu,lm38s__tu,Age of mortgage trade with the oldest government loan modification
lm39s,__tu,lm39s__tu,Age of mortgage trade with the oldest bank-backed loan modification
mt01s,__tu,mt01s__tu,Number of mortgage trades
mt02s,__tu,mt02s__tu,Number of open mortgage trades
mt03s,__tu,mt03s__tu,Number of currently satisfactory open mortgage trades
mt06s,__tu,mt06s__tu,Number of mortgage trades opened in past 6 months
mt09s,__tu,mt09s__tu,Number of mortgage trades opened in past 24 months
mt12s,__tu,mt12s__tu,Number of open mortgage trades verified in past 12 months
mt20s,__tu,mt20s__tu,Months since oldest mortgage trade opened
mt21s,__tu,mt21s__tu,Months since most recent mortgage trade opened
mt24s,__tu,mt24s__tu,Number of currently open and satisfactory mortgage trades 6 months or older
mt25s,__tu,mt25s__tu,Number of currently open and satisfactory mortgage trades 12 months or older
mt27s,__tu,mt27s__tu,Number of currently open and satisfactory mortgage trades 24 months or older
mt28s,__tu,mt28s__tu,Total credit line of open mortgage trades verified in past 12 months
mt29s,__tu,mt29s__tu,Number of open mortgage trades with balance > $0 verified in past 12 months
mt30s,__tu,mt30s__tu,Percentage of open mortgage trades > 50% of credit line verified in past 12 months
mt31s,__tu,mt31s__tu,Percentage of open mortgage trades > 75% of credit line verified in past 12 months
mt32s,__tu,mt32s__tu,Maximum balance owed on mortgage trades verified in past 12 months
mt33s,__tu,mt33s__tu,Total balance of open mortgage trades verified in past 12 months
mt34s,__tu,mt34s__tu,Utilization for open mortgage trades verified in past 12 months
mt34b,__tu,mt34b__tu,Utilization for open mortgage trades older than 12 months and verified in past 12 months at the consumer level
mt34c,__tu,mt34c__tu,Utilization for open mortgage trades older than 12 months and verified in past 12 months at the tradeline level
